term,count,topic1,topic2,topic3,source1,source1_count,source2,source2_count,source3,source3_count,source4,source4_count,source5,source5_count,source6,source6_count
personal-services,1,,,,Los Angeles Open Data,1,,,,,,,,,,
personnel,2,,,,Los Angeles Open Data,1,ControlPanel LA,1,,,,,,,,
photovoltaic,1,,,,Los Angeles Open Data,1,,,,,,,,,,
pickup,1,,,,Los Angeles Open Data,1,,,,,,,,,,
pin,1,,,,Los Angeles Open Data,1,,,,,,,,,,
planning-case-referral-form,1,,,,Los Angeles Open Data,1,,,,,,,,,,
plumbing-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
pollution,1,,,,Los Angeles Open Data,1,,,,,,,,,,
portfolio,1,,,,Los Angeles Open Data,1,,,,,,,,,,
port-of-los-angeles,1,,,,Los Angeles Open Data,1,,,,,,,,,,
positions,1,,,,Los Angeles Open Data,1,,,,,,,,,,
power-content-label,1,,,,Los Angeles Open Data,1,,,,,,,,,,
power-polls,1,,,,Los Angeles Open Data,1,,,,,,,,,,
power-supply,1,,,,Los Angeles Open Data,1,,,,,,,,,,
pre-employment-counseling,1,,,,Los Angeles Open Data,1,,,,,,,,,,
preservation,1,,,,Los Angeles Open Data,1,,,,,,,,,,
pressure-vessel,1,,,,Los Angeles Open Data,1,,,,,,,,,,
pressure-vessel-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
primary-renovation,1,,,,Los Angeles Open Data,1,,,,,,,,,,
projects,2,,,,Los Angeles Open Data,1,Santa Monica Open Data,1,,,,,,,,
property-management-training-program-pmtp,1,,,,Los Angeles Open Data,1,,,,,,,,,,
proposals,1,,,,Los Angeles Open Data,1,,,,,,,,,,
public-computer-centers,1,,,,Los Angeles Open Data,1,,,,,,,,,,
public-counter,1,,,,Los Angeles Open Data,1,,,,,,,,,,
public-way,1,,,,Los Angeles Open Data,1,,,,,,,,,,
purchase-assistance,1,,,,Los Angeles Open Data,1,,,,,,,,,,
qualified-tenant,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rabbit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rac,1,,,,Los Angeles Open Data,1,,,,,,,,,,
ramps,1,,,,Los Angeles Open Data,1,,,,,,,,,,
reap,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rebate,1,,,,Los Angeles Open Data,1,,,,,,,,,,
reconveyance,1,,,,Los Angeles Open Data,1,,,,,,,,,,
recreation-centers,1,,,,Los Angeles Open Data,1,,,,,,,,,,
recyclable,1,,,,Los Angeles Open Data,1,,,,,,,,,,
reduction-of-housing-services,1,housing,,,Los Angeles Open Data,1,,,,,,,,,,
refund,1,,,,Los Angeles Open Data,1,,,,,,,,,,
refuse,1,,,,Los Angeles Open Data,1,,,,,,,,,,
registrar,2,,,,Los Angeles Open Data,1,County of Los Angeles Data Portal,1,,,,,,,,
rehabilitation,2,,,,Los Angeles Open Data,1,California Health and Human Services Open Data Portal,1,,,,,,,,
release-of-escrow,1,,,,Los Angeles Open Data,1,,,,,,,,,,
reliability,1,,,,Los Angeles Open Data,1,,,,,,,,,,
relocation,1,,,,Los Angeles Open Data,1,,,,,,,,,,
relocation-assistance-fees,1,,,,Los Angeles Open Data,1,,,,,,,,,,
relocation-assistance-payment,1,,,,Los Angeles Open Data,1,,,,,,,,,,
relocation-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
remodel,1,,,,Los Angeles Open Data,1,,,,,,,,,,
renewable-projects,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rent-adjustment-commission,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rental-facilities,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rental-unit-registration,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rent-control,2,,,,Los Angeles Open Data,1,Santa Monica Open Data,1,,,,,,,,
renters-rights,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rent-payment,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rent-reduction,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rent-registration-certificates,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rent-stabilization-ordinance,1,,,,Los Angeles Open Data,1,,,,,,,,,,
repair,1,,,,Los Angeles Open Data,1,,,,,,,,,,
request-for-bid,1,,,,Los Angeles Open Data,1,,,,,,,,,,
request-for-interest,1,,,,Los Angeles Open Data,1,,,,,,,,,,
request-for-proposal,1,,,,Los Angeles Open Data,1,,,,,,,,,,
request-for-qualification,1,,,,Los Angeles Open Data,1,,,,,,,,,,
request-for-quote,1,,,,Los Angeles Open Data,1,,,,,,,,,,
residential-hotel,1,,,,Los Angeles Open Data,1,,,,,,,,,,
resident-manager,1,,,,Los Angeles Open Data,1,,,,,,,,,,
residual-receipts,1,,,,Los Angeles Open Data,1,,,,,,,,,,
response-metrics,1,,,,Los Angeles Open Data,1,,,,,,,,,,
response-time,2,,,,Los Angeles Open Data,1,Performance LA,1,,,,,,,,
revocable-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rfb,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rfi,1,,,,Los Angeles Open Data,1,,,,,,,,,,
road-closures,1,,,,Los Angeles Open Data,1,,,,,,,,,,
routes,1,,,,Los Angeles Open Data,1,,,,,,,,,,
rso,1,,,,Los Angeles Open Data,1,,,,,,,,,,
safe,1,,,,Los Angeles Open Data,1,,,,,,,,,,
safe-centers,1,,,,Los Angeles Open Data,1,,,,,,,,,,
savings,1,,,,Los Angeles Open Data,1,,,,,,,,,,
scep,1,,,,Los Angeles Open Data,1,,,,,,,,,,
security-deposit-interest,1,,,,Los Angeles Open Data,1,,,,,,,,,,
senior-centers,1,,,,Los Angeles Open Data,1,,,,,,,,,,
senior-citizen,1,,,,Los Angeles Open Data,1,,,,,,,,,,
service-pension,1,,,,Los Angeles Open Data,1,,,,,,,,,,
sewerage,1,,,,Los Angeles Open Data,1,,,,,,,,,,
sewer-facility-charge,1,,,,Los Angeles Open Data,1,,,,,,,,,,
sewer-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
shipping,2,,,,Los Angeles Open Data,1,Performance LA,1,,,,,,,,
short-ton,1,,,,Los Angeles Open Data,1,,,,,,,,,,
sign-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
single-audit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
sip,2,,,,Los Angeles Open Data,1,Performance LA,1,,,,,,,,
site-rental,1,,,,Los Angeles Open Data,1,,,,,,,,,,
skate-parks,1,,,,Los Angeles Open Data,1,,,,,,,,,,
snow,1,,,,Los Angeles Open Data,1,,,,,,,,,,
solar-panels,1,,,,Los Angeles Open Data,1,,,,,,,,,,
solar-photovoltaic,1,,,,Los Angeles Open Data,1,,,,,,,,,,
solar-pv,1,,,,Los Angeles Open Data,1,,,,,,,,,,
solar-pv-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
solid-resource,1,,,,Los Angeles Open Data,1,,,,,,,,,,
solid-resources,2,,,,Los Angeles Open Data,1,Performance LA,1,,,,,,,,
solvents,1,,,,Los Angeles Open Data,1,,,,,,,,,,
spa,1,,,,Los Angeles Open Data,1,,,,,,,,,,
statistics,1,,,,Los Angeles Open Data,1,,,,,,,,,,
stop,1,,,,Los Angeles Open Data,1,,,,,,,,,,
stop-data,1,,,,Los Angeles Open Data,1,,,,,,,,,,
stops,1,,,,Los Angeles Open Data,1,,,,,,,,,,
storm-drain-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
storm-drains,1,,,,Los Angeles Open Data,1,,,,,,,,,,
street-lighting,2,,,,Los Angeles Open Data,1,Performance LA,1,,,,,,,,
subordinations,1,,,,Los Angeles Open Data,1,,,,,,,,,,
sustainable,2,,,,Los Angeles Open Data,1,Performance LA,1,,,,,,,,
sweeping,1,,,,Los Angeles Open Data,1,,,,,,,,,,
swimming-pool,1,,,,Los Angeles Open Data,1,,,,,,,,,,
swimming-pool-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
swimming-pools,1,,,,Los Angeles Open Data,1,,,,,,,,,,
tax-credits,1,,,,Los Angeles Open Data,1,,,,,,,,,,
temporary-special-event,1,,,,Los Angeles Open Data,1,,,,,,,,,,
temporary-special-event-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
tenant-habitability-plan,1,,,,Los Angeles Open Data,1,,,,,,,,,,
tenantlandlord-law,1,,,,Los Angeles Open Data,1,,,,,,,,,,
tenant-manager,1,,,,Los Angeles Open Data,1,,,,,,,,,,
tenant-relocation-inspection-program-trip,1,,,,Los Angeles Open Data,1,,,,,,,,,,
tenant-rights,1,,,,Los Angeles Open Data,1,,,,,,,,,,
tennis-courts,1,,,,Los Angeles Open Data,1,,,,,,,,,,
theatre,1,,,,Los Angeles Open Data,1,,,,,,,,,,
ticket,1,,,,Los Angeles Open Data,1,,,,,,,,,,
time-limit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
tours,1,,,,Los Angeles Open Data,1,,,,,,,,,,
trade,1,,,,Los Angeles Open Data,1,,,,,,,,,,
traffic-collision,1,,,,Los Angeles Open Data,1,,,,,,,,,,
traffic-counts,1,,,,Los Angeles Open Data,1,,,,,,,,,,
traffic-data,1,,,,Los Angeles Open Data,1,,,,,,,,,,
traffic-signal,2,,,,Los Angeles Open Data,1,Performance LA,1,,,,,,,,
transfer-of-utilities,1,,,,Los Angeles Open Data,1,,,,,,,,,,
transparency,1,,,,Los Angeles Open Data,1,,,,,,,,,,
tse,1,,,,Los Angeles Open Data,1,,,,,,,,,,
tse-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
tutoring,1,,,,Los Angeles Open Data,1,,,,,,,,,,
type-of-event,1,,,,Los Angeles Open Data,1,,,,,,,,,,
ump,1,,,,Los Angeles Open Data,1,,,,,,,,,,
unit-count-determinations,1,,,,Los Angeles Open Data,1,,,,,,,,,,
unit-not-registered,1,,,,Los Angeles Open Data,1,,,,,,,,,,
universally-accessible-playgrounds,1,,,,Los Angeles Open Data,1,,,,,,,,,,
unlawful-detainer-ud,1,,,,Los Angeles Open Data,1,,,,,,,,,,
u-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
urgent-repair-program-urp,1,,,,Los Angeles Open Data,1,,,,,,,,,,
utility-bill,1,,,,Los Angeles Open Data,1,,,,,,,,,,
vacancy,1,,,,Los Angeles Open Data,1,,,,,,,,,,
vacant-land,1,,,,Los Angeles Open Data,1,,,,,,,,,,
valuation,1,,,,Los Angeles Open Data,1,,,,,,,,,,
vehicle,1,,,,Los Angeles Open Data,1,,,,,,,,,,
ventilation,1,,,,Los Angeles Open Data,1,,,,,,,,,,
vision-zero,1,,,,Los Angeles Open Data,1,,,,,,,,,,
visitor,1,,,,Los Angeles Open Data,1,,,,,,,,,,
wait-time,2,,,,Los Angeles Open Data,1,Performance LA,1,,,,,,,,
walk-to-school,1,education,,,Los Angeles Open Data,1,,,,,,,,,,
water-capture,1,,,,Los Angeles Open Data,1,,,,,,,,,,
watercourse-permit,1,,,,Los Angeles Open Data,1,,,,,,,,,,
water-efficiency,1,,,,Los Angeles Open Data,1,,,,,,,,,,
water-leaks,1,,,,Los Angeles Open Data,1,,,,,,,,,,
water-supply,1,,,,Los Angeles Open Data,1,,,,,,,,,,
water-usage,1,,,,Los Angeles Open Data,1,,,,,,,,,,
water-use,2,,,,Los Angeles Open Data,1,Performance LA,1,,,,,,,,
weather-normalized,1,,,,Los Angeles Open Data,1,,,,,,,,,,
website,1,,,,Los Angeles Open Data,1,,,,,,,,,,
white-goods,1,,,,Los Angeles Open Data,1,,,,,,,,,,
withdrawal-of-funds,1,,,,Los Angeles Open Data,1,,,,,,,,,,
workshops,1,,,,Los Angeles Open Data,1,,,,,,,,,,
worksource-centers,1,,,,Los Angeles Open Data,1,,,,,,,,,,
ytd,1,,,,Los Angeles Open Data,1,,,,,,,,,,
zip-code,1,,,,Los Angeles Open Data,1,,,,,,,,,,
zoning,2,,,,Los Angeles Open Data,1,LA City Geo Hub,1,,,,,,,,
zoo,1,,,,Los Angeles Open Data,1,,,,,,,,,,
books,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
bookstores,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
business-license,1,community-economic-development,,,County of Los Angeles Data Portal,1,,,,,,,,,,
caseload,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
cities,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
community-arts-partners,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
community-resources,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
concerts,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
cross-sector,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
dcfs-service-areas,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
department-of-children-and-family-services,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
ems,2,,,,County of Los Angeles Data Portal,1,California Health and Human Services Open Data Portal,1,,,,,,,,
engagement,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
foster-care-hackathon,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
free,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
library-checkouts,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
library-circulation,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
literature,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
lms,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
los-angeles-county,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
music,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
nfirs,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
poi,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
polling-place,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
postal-cities,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
public-art,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
public-engagement,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
public-libraries,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
public-library-use,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
public-schools,1,education,,,County of Los Angeles Data Portal,1,,,,,,,,,,
referrals,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
research,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
sb272-system-catalog,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
visual-art,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
zip-codes,1,,,,County of Los Angeles Data Portal,1,,,,,,,,,,
seismic,1,,,,City of West Hollywood Data Portal,1,,,,,,,,,,
seismic-retrofit-program,1,,,,City of West Hollywood Data Portal,1,,,,,,,,,,
action,1,,,,Performance LA,1,,,,,,,,,,
agenda,1,,,,Performance LA,1,,,,,,,,,,
air,1,,,,Performance LA,1,,,,,,,,,,
anderson,1,,,,Performance LA,1,,,,,,,,,,
aqmd,1,,,,Performance LA,1,,,,,,,,,,
asphalt,1,,,,Performance LA,1,,,,,,,,,,
bike,1,transportation,,,Performance LA,1,,,,,,,,,,
bill,2,,,,Performance LA,1,California Natural Resources Agency Data Portal,1,,,,,,,,
black-and-veatch,1,,,,Performance LA,1,,,,,,,,,,
bls,1,,,,Performance LA,1,,,,,,,,,,
bos,1,,,,Performance LA,1,,,,,,,,,,
btax,1,,,,Performance LA,1,,,,,,,,,,
bureau,1,government-services,,,Performance LA,1,,,,,,,,,,
business-tax,1,community-economic-development,,,Performance LA,1,,,,,,,,,,
ca-edd,1,,,,Performance LA,1,,,,,,,,,,
call-processing-time,1,,,,Performance LA,1,,,,,,,,,,
call-time,1,,,,Performance LA,1,,,,,,,,,,
case-completion,1,,,,Performance LA,1,,,,,,,,,,
cleanup,2,,,,Performance LA,1,California Natural Resources Agency Data Portal,1,,,,,,,,
climate-change,1,,,,Performance LA,1,,,,,,,,,,
collisions,1,,,,Performance LA,1,,,,,,,,,,
commute,1,,,,Performance LA,1,,,,,,,,,,
comparison,1,,,,Performance LA,1,,,,,,,,,,
conventions,1,,,,Performance LA,1,,,,,,,,,,
crime-rate,1,,,,Performance LA,1,,,,,,,,,,
daily,1,,,,Performance LA,1,,,,,,,,,,
dcp,1,,,,Performance LA,1,,,,,,,,,,
dept-emd-plans,1,,,,Performance LA,1,,,,,,,,,,
disaster-plans,1,,,,Performance LA,1,,,,,,,,,,
document-transfer,1,,,,Performance LA,1,,,,,,,,,,
emd,1,,,,Performance LA,1,,,,,,,,,,
ems-response-times,1,,,,Performance LA,1,,,,,,,,,,
estimate,1,,,,Performance LA,1,,,,,,,,,,
fee,1,,,,Performance LA,1,,,,,,,,,,
fire-calls,1,,,,Performance LA,1,,,,,,,,,,
fire-travel-time-nonems-calls,1,,,,Performance LA,1,,,,,,,,,,
forecast,1,,,,Performance LA,1,,,,,,,,,,
green-house-gas,1,,,,Performance LA,1,,,,,,,,,,
gross-receipts,1,,,,Performance LA,1,,,,,,,,,,
homicide-rate,1,,,,Performance LA,1,,,,,,,,,,
homicides,1,,,,Performance LA,1,,,,,,,,,,
hotels,1,,,,Performance LA,1,,,,,,,,,,
housing-units,1,,,,Performance LA,1,,,,,,,,,,
lacc,1,,,,Performance LA,1,,,,,,,,,,
leisure--hospitality,1,,,,Performance LA,1,,,,,,,,,,
livable-and-sustainable,1,,,,Performance LA,1,,,,,,,,,,
mayors,1,,,,Performance LA,1,,,,,,,,,,
mncaa,1,,,,Performance LA,1,,,,,,,,,,
mode,1,,,,Performance LA,1,,,,,,,,,,
municipality,1,,,,Performance LA,1,,,,,,,,,,
national,1,,,,Performance LA,1,,,,,,,,,,
new,1,,,,Performance LA,1,,,,,,,,,,
nonattainment,1,,,,Performance LA,1,,,,,,,,,,
number-of-fire-dept-calls,1,,,,Performance LA,1,,,,,,,,,,
office-of-community-beautification,1,,,,Performance LA,1,,,,,,,,,,
ozone,1,,,,Performance LA,1,,,,,,,,,,
paving,1,,,,Performance LA,1,,,,,,,,,,
ped,2,,,,Performance LA,1,California Health and Human Services Open Data Portal,1,,,,,,,,
permitted,1,,,,Performance LA,1,,,,,,,,,,
public-works,1,,,,Performance LA,1,,,,,,,,,,
rates,2,,,,Performance LA,1,California Health and Human Services Open Data Portal,1,,,,,,,,
removal,1,,,,Performance LA,1,,,,,,,,,,
renewable-energy,1,,,,Performance LA,1,,,,,,,,,,
rent-burden,1,,,,Performance LA,1,,,,,,,,,,
repairs,1,,,,Performance LA,1,,,,,,,,,,
residential,2,,,,Performance LA,1,California Health and Human Services Open Data Portal,1,,,,,,,,
response-time-nonems,1,,,,Performance LA,1,,,,,,,,,,
road-surface,1,,,,Performance LA,1,,,,,,,,,,
roadway,1,,,,Performance LA,1,,,,,,,,,,
sales-tax,1,,,,Performance LA,1,,,,,,,,,,
severe-rent-burden,1,,,,Performance LA,1,,,,,,,,,,
sewer-service-charge,1,,,,Performance LA,1,,,,,,,,,,
share,1,,,,Performance LA,1,,,,,,,,,,
source,1,,,,Performance LA,1,,,,,,,,,,
split,1,,,,Performance LA,1,,,,,,,,,,
sq-ft,1,,,,Performance LA,1,,,,,,,,,,
sso,1,,,,Performance LA,1,,,,,,,,,,
street-conditions,1,,,,Performance LA,1,,,,,,,,,,
street-repair,1,,,,Performance LA,1,,,,,,,,,,
tagging,1,,,,Performance LA,1,,,,,,,,,,
tax,4,,,,Performance LA,1,Santa Monica Open Data,1,LA City Geo Hub,1,ControlPanel LA,1,,,,
total,1,,,,Performance LA,1,,,,,,,,,,
transient-occupancy,1,,,,Performance LA,1,,,,,,,,,,
trash-collection,1,,,,Performance LA,1,,,,,,,,,,
travel,2,,,,Performance LA,1,ControlPanel LA,1,,,,,,,,
travel-time,1,,,,Performance LA,1,,,,,,,,,,
travel-time-nonems,1,,,,Performance LA,1,,,,,,,,,,
ucla,1,,,,Performance LA,1,,,,,,,,,,
vandalism,1,,,,Performance LA,1,,,,,,,,,,
vehicle-miles-traveled,1,,,,Performance LA,1,,,,,,,,,,
visitation,1,,,,Performance LA,1,,,,,,,,,,
vmt,1,,,,Performance LA,1,,,,,,,,,,
walk,1,,,,Performance LA,1,,,,,,,,,,
Addams,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Alamitos Heights,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Alan Lowenthal,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Anthony Rendon,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Arlington,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Arterial,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Bay Harbor,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Belmont Heights,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Belmont Park,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Belmont Shore,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Bike Facilities,1,,infrastructure,,City of Long Beach Data Portal,1,,,,,,,,,,
Bixby Hill,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Bixby Knolls,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Bixby Park,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Bixby Village,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Bluff Heights,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Bluff Park,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Board of Education,1,government-services,,,City of Long Beach Data Portal,1,,,,,,,,,,
Board of Trustees,1,government-services,,,City of Long Beach Data Portal,1,,,,,,,,,,
Boundary,3,administrative-boundaries,,,City of Long Beach Data Portal,1,SCAG GIS Open Data Portal,1,California Natural Resources Agency Data Portal,1,,,,,,
Bryant,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Business Health,1,community-economic-development,,,City of Long Beach Data Portal,1,,,,,,,,,,
California Heights,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Carmelitos,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Carroll Park,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Cities,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
College Park Estate,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Colleges,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
College Square,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Community College District Boundaries,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Community College Districts,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Congress,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Congressional Representative,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Coolidge Triangle,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Council District,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Council Member,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Council Offices,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
CSULB,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Dairy,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
DeForest Park,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Del Lago,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Downtown,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Earthquake Hazard,1,natural-disasters,,,City of Long Beach Data Portal,1,,,,,,,,,,
Earthquakes,1,natural-disasters,,,City of Long Beach Data Portal,1,,,,,,,,,,
East Village,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
El Dorado Lakes,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
El Dorado Park Estates,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
El Dorado Park North,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
El Dorado Park South,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
FEMA,2,,,,City of Long Beach Data Portal,1,LA City Geo Hub,1,,,,,,,,
Fire Stations,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Flood Zone,1,,water,,City of Long Beach Data Portal,1,,,,,,,,,,
Franklin,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Freeway Signs,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Ground Displacement,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Hamilton,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Hellman,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Higher Education,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Houghton Park,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Imperial Estates,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Interstate Signs,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Island Village,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Janet Nguyen,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Job Resources,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
Lakewood Village,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
LBCC,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
LBPD,1,,,,City of Long Beach Data Portal,1,,,,,,,,,,
