term,count,topic1,topic2,topic3,source1,source1_count,source2,source2_count,source3,source3_count,source4,source4_count,source5,source5_count,source6,source6_count
glasses,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22glasses%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22glasses%22"", ""4"")",,,,,,,,,,
bobcat,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22bobcat%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22bobcat%22"", ""4"")",,,,,,,,,,
gtss,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22gtss%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22gtss%22"", ""4"")",,,,,,,,,,
msdrg,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22msdrg%22"", ""4"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22msdrg%22"", ""4"")",,,,,,,,,,
Bluebird,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Bluebird%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Bluebird%22"", ""4"")",,,,,,,,,,
customer-service-request,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22customer-service-request%22"", ""4"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22customer-service-request%22"", ""4"")",,,,,,,,,,
blue,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22blue%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22blue%22"", ""4"")",,,,,,,,,,
Blocks,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Blocks%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Blocks%22"", ""4"")",,,,,,,,,,
BlackThroated,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22BlackThroated%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22BlackThroated%22"", ""4"")",,,,,,,,,,
hemolytic-uremic-syndrome,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22hemolytic-uremic-syndrome%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22hemolytic-uremic-syndrome%22"", ""4"")",,,,,,,,,,
culture,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22culture%22"", ""4"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22culture%22"", ""4"")",,,,,,,,,,
hepatitis-viral-acute,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22hepatitis-viral-acute%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22hepatitis-viral-acute%22"", ""4"")",,,,,,,,,,
hepatitis-viral-acute-type-a,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22hepatitis-viral-acute-type-a%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22hepatitis-viral-acute-type-a%22"", ""4"")",,,,,,,,,,
hepatitis-viral-acute-type-b,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22hepatitis-viral-acute-type-b%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22hepatitis-viral-acute-type-b%22"", ""4"")",,,,,,,,,,
hepatitis-viral-acute-type-c,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22hepatitis-viral-acute-type-c%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22hepatitis-viral-acute-type-c%22"", ""4"")",,,,,,,,,,
BlackBellied,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22BlackBellied%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22BlackBellied%22"", ""4"")",,,,,,,,,,
csr-number,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22csr-number%22"", ""4"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22csr-number%22"", ""4"")",,,,,,,,,,
infant,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22infant%22"", ""5"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22infant%22"", ""4"")","=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22infant%22"", ""1"")",,,,,,,,
csr,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22csr%22"", ""4"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22csr%22"", ""4"")",,,,,,,,,,
Big,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Big%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Big%22"", ""4"")",,,,,,,,,,
Measure A,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Measure+A%22"", ""4"")",,,,"=HYPERLINK(""http://datalb.longbeach.gov/data.json"", ""City of Long Beach Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22City+of+Long+Beach+Data+Portal%22+AND+tags%3A%22Measure+A%22"", ""4"")",,,,,,,,,,
rehabilitation,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22rehabilitation%22"", ""6"")",,,,"=HYPERLINK(""https://data.medicare.gov"", ""Data.Medicare.gov"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Data.Medicare.gov%22+AND+tags%3A%22rehabilitation%22"", ""4"")","=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22rehabilitation%22"", ""1"")","=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22rehabilitation%22"", ""1"")",,,,,,
Bells,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Bells%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Bells%22"", ""4"")",,,,,,,,,,
cofo,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22cofo%22"", ""4"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22cofo%22"", ""4"")",,,,,,,,,,
Beaver,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Beaver%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Beaver%22"", ""4"")",,,,,,,,,,
code-enforcement,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22code-enforcement%22"", ""4"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22code-enforcement%22"", ""4"")",,,,,,,,,,
cnap,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22cnap%22"", ""4"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22cnap%22"", ""4"")",,,,,,,,,,
Annual dental visits,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Annual+dental+visits%22"", ""4"")",health,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22Annual+dental+visits%22"", ""4"")",,,,,,,,,,
citation,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22citation%22"", ""5"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22citation%22"", ""4"")","=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22citation%22"", ""1"")",,,,,,,,
cases-filed,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22cases-filed%22"", ""4"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22cases-filed%22"", ""4"")",,,,,,,,,,
Barn,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Barn%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Barn%22"", ""4"")",,,,,,,,,,
Banos,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Banos%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Banos%22"", ""4"")",,,,,,,,,,
banks,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22banks%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22banks%22"", ""4"")",,,,,,,,,,
bank,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22bank%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22bank%22"", ""4"")",,,,,,,,,,
cases-completed,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22cases-completed%22"", ""4"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22cases-completed%22"", ""4"")",,,,,,,,,,
Banded,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Banded%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Banded%22"", ""4"")",,,,,,,,,,
Baeolophus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Baeolophus%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Baeolophus%22"", ""4"")",,,,,,,,,,
case,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22case%22"", ""4"")",,,,"=HYPERLINK(""https://data.lacity.org"", ""Los Angeles Open Data"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Los+Angeles+Open+Data%22+AND+tags%3A%22case%22"", ""4"")",,,,,,,,,,
auritus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22auritus%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22auritus%22"", ""4"")",,,,,,,,,,
Aulorhynchus,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Aulorhynchus%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Aulorhynchus%22"", ""4"")",,,,,,,,,,
Auklet,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Auklet%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Auklet%22"", ""4"")",,,,,,,,,,
outcome,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22outcome%22"", ""5"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22outcome%22"", ""4"")","=HYPERLINK(""https://data.medicare.gov"", ""Data.Medicare.gov"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Data.Medicare.gov%22+AND+tags%3A%22outcome%22"", ""1"")",,,,,,,,
atrovirens,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22atrovirens%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22atrovirens%22"", ""4"")",,,,,,,,,,
ater,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22ater%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22ater%22"", ""4"")",,,,,,,,,,
sealants,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22sealants%22"", ""4"")",,,,"=HYPERLINK(""https://data.chhs.ca.gov/"", ""California Health and Human Services Open Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Health+and+Human+Services+Open+Data+Portal%22+AND+tags%3A%22sealants%22"", ""4"")",,,,,,,,,,
Aspidoscelis,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Aspidoscelis%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Aspidoscelis%22"", ""4"")",,,,,,,,,,
Asio,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Asio%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Asio%22"", ""4"")",,,,,,,,,,
Arundo,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22Arundo%22"", ""4"")",,,,"=HYPERLINK(""https://data.cnra.ca.gov"", ""California Natural Resources Agency Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22California+Natural+Resources+Agency+Data+Portal%22+AND+tags%3A%22Arundo%22"", ""4"")",,,,,,,,,,
nutrition,"=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=tags%3A%22nutrition%22"", ""4"")",,,,"=HYPERLINK(""https://data.cdc.gov"", ""Centers for Disease Control and Prevention Data Portal"")","=HYPERLINK(""https://lacounts-staging.l3.ckan.io/dataset?q=harvest_source_title%3A%22Centers+for+Disease+Control+and+Prevention+Data+Portal%22+AND+tags%3A%22nutrition%22"", ""4"")",,,,,,,,,,
